lemma	homonym	new_para	origin
kämmekkämänen	1	ADJ_KYLMÄJÄRKINEN	aok
känsänen	1	ADJ_KYLMÄJÄRKINEN	aok
känsäkouranen	1	ADJ_AAKKOSELLINEN	aok
käppyränen	1	ADJ_KYLMÄJÄRKINEN	aok
käpykaartilanen	1	NOUN_AAKKOSTAMINEN	aok
käpymänen	1	ADJ_KYLMÄJÄRKINEN	aok
käpäläsanianen	1	NOUN_AAKKOSTAMINEN	aok
kärjimmänen	1	ADJ_KYLMÄJÄRKINEN	aok
kärkeväsananen	1	ADJ_AAKKOSELLINEN	aok
kärkinanen	1	NOUN_AAKKOSTAMINEN	aok
kärppämänen	1	ADJ_KYLMÄJÄRKINEN	aok
kärpännahkanen	1	ADJ_AAKKOSELLINEN	aok
kärpässarjalanen	1	ADJ_AAKKOSELLINEN	aok
käsikäynnistenen	1	ADJ_KYLMÄJÄRKINEN	aok
käsikäyttönen	1	ADJ_KYLMÄJÄRKINEN	aok
käsisäätönen	1	ADJ_KYLMÄJÄRKINEN	aok
-käsittenen	1	ADJ_KYLMÄJÄRKINEN	aok
käsityölänen	1	NOUN_KYLKIÄINEN	aok
käsivaivanen	1	ADJ_AAKKOSELLINEN	aok
käsivammanen	1	ADJ_AAKKOSELLINEN	aok
käsivammanen	2	NOUN_AAKKOSTAMINEN	aok
käsivaranen	1	ADJ_AAKKOSELLINEN	aok
käsivarsimanen	1	ADJ_AAKKOSELLINEN	aok
käsivälittenen	1	ADJ_KYLMÄJÄRKINEN	aok
käskylänen	1	NOUN_KYLKIÄINEN	aok
käskynalanen	1	ADJ_AAKKOSELLINEN	aok
käsnäjalkanen	1	ADJ_AAKKOSELLINEN	aok
käsnäjalkanen	2	NOUN_AAKKOSTAMINEN	aok
kätenen	1	ADJ_KYLMÄJÄRKINEN	aok
kätenen	2	NOUN_KYLKIÄINEN	aok
käynnistenen	1	ADJ_KYLMÄJÄRKINEN	aok
-käynnistenen	1	ADJ_KYLMÄJÄRKINEN	aok
käyntilämpönen	1	ADJ_KYLMÄJÄRKINEN	aok
käypähintanen	1	ADJ_AAKKOSELLINEN	aok
käypänen	1	ADJ_KYLMÄJÄRKINEN	aok
käyränokkanen	1	ADJ_AAKKOSELLINEN	aok
-käyttönen	1	ADJ_KYLMÄJÄRKINEN	aok
käyttökelponen	1	ADJ_AAKKOSELLINEN	aok
käyttökuntonen	1	ADJ_AAKKOSELLINEN	aok
käytännönlähenen	1	ADJ_KYLMÄJÄRKINEN	aok
käytännönvaltanen	1	ADJ_AAKKOSELLINEN	aok
käännynnänen	1	NOUN_KYLKIÄINEN	aok
kääntenen	1	ADJ_KYLMÄJÄRKINEN	aok
-kääntenen	1	ADJ_KYLMÄJÄRKINEN	aok
kääpiömänen	1	ADJ_KYLMÄJÄRKINEN	aok
kääpiösarjalanen	1	ADJ_AAKKOSELLINEN	aok
kääriänen	1	NOUN_KYLKIÄINEN	aok
käärmemänen	1	ADJ_KYLMÄJÄRKINEN	aok
käärmenanen	1	NOUN_AAKKOSTAMINEN	aok
käärmetukkanen	1	ADJ_AAKKOSELLINEN	aok
kökarilanen	1	ADJ_AAKKOSELLINEN	aok
kökarilanen	2	NOUN_AAKKOSTAMINEN	aok
kölimänen	1	ADJ_KYLMÄJÄRKINEN	aok
kömpelöliikkenen	1	ADJ_KYLMÄJÄRKINEN	aok
kömpelörakentenen	1	ADJ_AAKKOSELLINEN	aok
kömpelötekonen	1	ADJ_AAKKOSELLINEN	aok
könnilänen	1	ADJ_KYLMÄJÄRKINEN	aok
körttilänen	1	ADJ_KYLMÄJÄRKINEN	aok
köykänen	1	ADJ_KYLMÄJÄRKINEN	aok
köyliölänen	1	ADJ_KYLMÄJÄRKINEN	aok
köyliölänen	2	NOUN_KYLKIÄINEN	aok
köyryniskanen	1	ADJ_AAKKOSELLINEN	aok
köyryselkänen	1	ADJ_KYLMÄJÄRKINEN	aok
köysimänen	1	ADJ_KYLMÄJÄRKINEN	aok
laaja-alanen	1	ADJ_AAKKOSELLINEN	aok
laajakaistanen	1	ADJ_AAKKOSELLINEN	aok
laajakantonen	1	ADJ_AAKKOSELLINEN	aok
laajakatsenen	1	ADJ_AAKKOSELLINEN	aok
laajakirjonen	1	ADJ_AAKKOSELLINEN	aok
laajamittanen	1	ADJ_AAKKOSELLINEN	aok
laajaperänen	1	ADJ_KYLMÄJÄRKINEN	aok
laajapohjanen	1	ADJ_AAKKOSELLINEN	aok
laajarunkonen	1	ADJ_AAKKOSELLINEN	aok
laajaulottenen	1	ADJ_AAKKOSELLINEN	aok
-laaksonen	1	ADJ_AAKKOSELLINEN	aok
laaksolanen	1	NOUN_AAKKOSTAMINEN	aok
laatikkomanen	1	ADJ_AAKKOSELLINEN	aok
laatutietonen	1	ADJ_AAKKOSELLINEN	aok
laboratorioapulanen	1	NOUN_AAKKOSTAMINEN	aok
lahdentakanen	1	ADJ_AAKKOSELLINEN	aok
-lahjanen	1	NOUN_AAKKOSTAMINEN	aok
-lahkenen	1	NOUN_AAKKOSTAMINEN	aok
lahkolanen	1	NOUN_AAKKOSTAMINEN	aok
lahokuorianen	1	NOUN_AAKKOSTAMINEN	aok
lahovikanen	1	ADJ_AAKKOSELLINEN	aok
lahtelanen	1	ADJ_AAKKOSELLINEN	aok
lahtelanen	2	NOUN_AAKKOSTAMINEN	aok
laihialanen	1	ADJ_AAKKOSELLINEN	aok
laihialanen	2	NOUN_AAKKOSTAMINEN	aok
laikkupintanen	1	ADJ_AAKKOSELLINEN	aok
lainalanen	1	ADJ_AAKKOSELLINEN	aok
lanen	1	ADJ_AAKKOSELLINEN	aok
lainkuulianen	1	ADJ_AAKKOSELLINEN	aok
lainmukanen	1	ADJ_AAKKOSELLINEN	aok
lainoittenen	1	ADJ_AAKKOSELLINEN	aok
-lainoittenen	1	ADJ_AAKKOSELLINEN	aok
lainomanen	1	ADJ_AAKKOSELLINEN	aok
lainvastanen	1	ADJ_AAKKOSELLINEN	aok
lainvoimanen	1	ADJ_AAKKOSELLINEN	aok
laiskalanen	1	NOUN_AAKKOSTAMINEN	aok
laiskianen	1	NOUN_AAKKOSTAMINEN	aok
laitanen	1	ADJ_AAKKOSELLINEN	aok
laitamyötänen	1	NOUN_KYLKIÄINEN	aok
laitavastanen	1	ADJ_AAKKOSELLINEN	aok
laitilanen	1	ADJ_AAKKOSELLINEN	aok
laitilanen	2	NOUN_AAKKOSTAMINEN	aok
laitilalanen	1	ADJ_AAKKOSELLINEN	aok
laitilalanen	2	NOUN_AAKKOSTAMINEN	aok
laitimmanen	1	ADJ_AAKKOSELLINEN	aok
laitosapulanen	1	NOUN_AAKKOSTAMINEN	aok
-laivanen	1	ADJ_AAKKOSELLINEN	aok
lajinomanen	1	ADJ_AAKKOSELLINEN	aok
lajinsisänen	1	ADJ_KYLMÄJÄRKINEN	aok
lajisukulanen	1	NOUN_AAKKOSTAMINEN	aok
lakanamanen	1	ADJ_AAKKOSELLINEN	aok
lakenen	1	NOUN_AAKKOSTAMINEN	aok
lakimääränen	1	ADJ_KYLMÄJÄRKINEN	aok
lakinanen	1	NOUN_AAKKOSTAMINEN	aok
lakisäätenen	1	ADJ_KYLMÄJÄRKINEN	aok
lakkapänen	1	ADJ_KYLMÄJÄRKINEN	aok
lakkianen	1	NOUN_AAKKOSTAMINEN	aok
lakkolanen	1	NOUN_AAKKOSTAMINEN	aok
lakonen	1	ADJ_AAKKOSELLINEN	aok
lakonalanen	1	ADJ_AAKKOSELLINEN	aok
lakonialanen	1	NOUN_AAKKOSTAMINEN	aok
lakritsimakenen	1	NOUN_AAKKOSTAMINEN	aok
lamalanen	1	ADJ_AAKKOSELLINEN	aok
lamarckilanen	1	ADJ_AAKKOSELLINEN	aok
lamarckilanen	2	NOUN_AAKKOSTAMINEN	aok
lammasmanen	1	ADJ_AAKKOSELLINEN	aok
lammilanen	1	ADJ_AAKKOSELLINEN	aok
lammilanen	2	NOUN_AAKKOSTAMINEN	aok
lancasterilanen	1	ADJ_AAKKOSELLINEN	aok
lancasterilanen	2	NOUN_AAKKOSTAMINEN	aok
-lankanen	1	NOUN_AAKKOSTAMINEN	aok
lankamanen	1	ADJ_AAKKOSELLINEN	aok
lanoliinipitonen	1	ADJ_AAKKOSELLINEN	aok
lantanen	1	ADJ_AAKKOSELLINEN	aok
lantakuorianen	1	NOUN_AAKKOSTAMINEN	aok
lantalanen	1	NOUN_AAKKOSTAMINEN	aok
-lantenen	1	ADJ_AAKKOSELLINEN	aok
-lantionen	1	ADJ_AAKKOSELLINEN	aok
lanttopänen	1	ADJ_KYLMÄJÄRKINEN	aok
laolanen	1	ADJ_AAKKOSELLINEN	aok
laolanen	2	NOUN_AAKKOSTAMINEN	aok
laolanen	3	NOUN_AAKKOSTAMINEN	aok
laolanen	4	NOUN_AAKKOSTAMINEN	aok
laosilanen	1	ADJ_AAKKOSELLINEN	aok
laosilanen	2	NOUN_AAKKOSTAMINEN	aok
laosilanen	3	NOUN_AAKKOSTAMINEN	aok
laosilanen	4	NOUN_AAKKOSTAMINEN	aok
-lapanen	1	ADJ_AAKKOSELLINEN	aok
lapamanen	1	ADJ_AAKKOSELLINEN	aok
lapinjärvelänen	1	ADJ_KYLMÄJÄRKINEN	aok
lapinjärvelänen	2	NOUN_KYLKIÄINEN	aok
lapinlahtelanen	1	ADJ_AAKKOSELLINEN	aok
lapinlahtelanen	2	NOUN_AAKKOSTAMINEN	aok
lapintianen	1	NOUN_AAKKOSTAMINEN	aok
lapiomanen	1	ADJ_AAKKOSELLINEN	aok
lapionmuotonen	1	ADJ_AAKKOSELLINEN	aok
lappajärvelänen	1	ADJ_KYLMÄJÄRKINEN	aok
lappajärvelänen	2	NOUN_KYLKIÄINEN	aok
lappalanen	1	ADJ_AAKKOSELLINEN	aok
lappeelanen	1	ADJ_AAKKOSELLINEN	aok
lappeelanen	2	NOUN_AAKKOSTAMINEN	aok
lappeenrantalanen	1	ADJ_AAKKOSELLINEN	aok
lappeenrantalanen	2	NOUN_AAKKOSTAMINEN	aok
lappilanen	1	ADJ_AAKKOSELLINEN	aok
lappilanen	2	NOUN_AAKKOSTAMINEN	aok
lapsenkasvonen	1	ADJ_AAKKOSELLINEN	aok
lapsenomanen	1	ADJ_AAKKOSELLINEN	aok
lapsikeskenen	1	ADJ_KYLMÄJÄRKINEN	aok
lapsityölänen	1	NOUN_KYLKIÄINEN	aok
lapsukanen	1	NOUN_AAKKOSTAMINEN	aok
lapsuudenaikanen	1	ADJ_AAKKOSELLINEN	aok
lapualanen	1	ADJ_AAKKOSELLINEN	aok
lapualanen	2	NOUN_AAKKOSTAMINEN	aok
lapväärttilänen	1	ADJ_KYLMÄJÄRKINEN	aok
lapväärttilänen	2	NOUN_KYLKIÄINEN	aok
lasianen	1	NOUN_AAKKOSTAMINEN	aok
lasikuituvahvistenen	1	ADJ_AAKKOSELLINEN	aok
lasimanen	1	ADJ_AAKKOSELLINEN	aok
laskianen	1	NOUN_AAKKOSTAMINEN	aok
laskusuuntanen	1	ADJ_AAKKOSELLINEN	aok
laskutaitonen	1	ADJ_AAKKOSELLINEN	aok
lastanmuotonen	1	ADJ_AAKKOSELLINEN	aok
lastensuojeluviranomanen	1	NOUN_AAKKOSTAMINEN	aok
lasvegasilanen	1	NOUN_AAKKOSTAMINEN	aok
latinanen	1	ADJ_AAKKOSELLINEN	aok
latinalanen	1	ADJ_AAKKOSELLINEN	aok
latinalaisamerikkalanen	1	ADJ_AAKKOSELLINEN	aok
latinalaisamerikkalanen	2	NOUN_AAKKOSTAMINEN	aok
latinalaisperänen	1	ADJ_KYLMÄJÄRKINEN	aok
lattajalkanen	1	ADJ_AAKKOSELLINEN	aok
latuskanen	1	ADJ_AAKKOSELLINEN	aok
latuskajalkanen	1	ADJ_AAKKOSELLINEN	aok
-latvanen	1	ADJ_AAKKOSELLINEN	aok
latvialanen	1	ADJ_AAKKOSELLINEN	aok
latvialanen	2	NOUN_AAKKOSTAMINEN	aok
latvialanen	3	NOUN_AAKKOSTAMINEN	aok
latvialanen	4	NOUN_AAKKOSTAMINEN	aok
latvimmanen	1	ADJ_AAKKOSELLINEN	aok
lauantanen	1	ADJ_AAKKOSELLINEN	aok
lauhkealuontenen	1	ADJ_AAKKOSELLINEN	aok
laukaalanen	1	ADJ_AAKKOSELLINEN	aok
laukaalanen	2	NOUN_AAKKOSTAMINEN	aok
lauritsalalanen	1	ADJ_AAKKOSELLINEN	aok
lauritsalalanen	2	NOUN_AAKKOSTAMINEN	aok
lauseensisänen	1	ADJ_KYLMÄJÄRKINEN	aok
-lausenen	1	ADJ_AAKKOSELLINEN	aok
lautanen	1	ADJ_AAKKOSELLINEN	aok
lautasmanen	1	ADJ_AAKKOSELLINEN	aok
-lavanen	1	ADJ_AAKKOSELLINEN	aok
laveasananen	1	ADJ_AAKKOSELLINEN	aok
laventelinpunanen	1	ADJ_AAKKOSELLINEN	aok
lavialanen	1	ADJ_AAKKOSELLINEN	aok
lavialanen	2	NOUN_AAKKOSTAMINEN	aok
leevilänen	1	NOUN_KYLKIÄINEN	aok
legioonalanen	1	NOUN_AAKKOSTAMINEN	aok
-lehdykkänen	1	ADJ_KYLMÄJÄRKINEN	aok
lehikänen	1	NOUN_KYLKIÄINEN	aok
lehtihyöntenen	1	NOUN_KYLKIÄINEN	aok
lehtikuorianen	1	NOUN_AAKKOSTAMINEN	aok
lehtimänen	1	ADJ_KYLMÄJÄRKINEN	aok
lehtimäkelänen	1	ADJ_KYLMÄJÄRKINEN	aok
lehtimäkelänen	2	NOUN_KYLKIÄINEN	aok
lehtinanen	1	NOUN_AAKKOSTAMINEN	aok
lehtipistiänen	1	NOUN_KYLKIÄINEN	aok
lehtipuuvaltanen	1	ADJ_AAKKOSELLINEN	aok
lehtiänen	1	NOUN_KYLKIÄINEN	aok
-lehvänen	1	ADJ_KYLMÄJÄRKINEN	aok
lehväkuvionen	1	ADJ_AAKKOSELLINEN	aok
leibnitzilanen	1	ADJ_AAKKOSELLINEN	aok
leijonankeltanen	1	ADJ_AAKKOSELLINEN	aok
leijonapaitanen	1	ADJ_AAKKOSELLINEN	aok
leikkauskelponen	1	ADJ_AAKKOSELLINEN	aok
leikki-ikänen	1	ADJ_KYLMÄJÄRKINEN	aok
leimahduksenomanen	1	ADJ_AAKKOSELLINEN	aok
-leimanen	1	ADJ_AAKKOSELLINEN	aok
leipäkuorianen	1	NOUN_AAKKOSTAMINEN	aok
leirilänen	1	NOUN_KYLKIÄINEN	aok
leivonmäkelänen	1	ADJ_KYLMÄJÄRKINEN	aok
leivonmäkelänen	2	NOUN_KYLKIÄINEN	aok
leivonnanen	1	NOUN_AAKKOSTAMINEN	aok
lemilänen	1	ADJ_KYLMÄJÄRKINEN	aok
lemilänen	2	NOUN_KYLKIÄINEN	aok
lemlandilanen	1	ADJ_AAKKOSELLINEN	aok
lemlandilanen	2	NOUN_AAKKOSTAMINEN	aok
lempeäluontenen	1	ADJ_AAKKOSELLINEN	aok
lempäälänen	1	ADJ_KYLMÄJÄRKINEN	aok
lempäälänen	2	NOUN_KYLKIÄINEN	aok
lempäälälänen	1	ADJ_KYLMÄJÄRKINEN	aok
lempäälälänen	2	NOUN_KYLKIÄINEN	aok
lemulanen	1	ADJ_AAKKOSELLINEN	aok
lemulanen	2	NOUN_AAKKOSTAMINEN	aok
leninilänen	1	NOUN_KYLKIÄINEN	aok
lentonen	1	ADJ_AAKKOSELLINEN	aok
-lentonen	1	ADJ_AAKKOSELLINEN	aok
lentokelponen	1	ADJ_AAKKOSELLINEN	aok
lentomuurahanen	1	NOUN_AAKKOSTAMINEN	aok
lentotaitonen	1	ADJ_AAKKOSELLINEN	aok
leonardomanen	1	ADJ_AAKKOSELLINEN	aok
lepikkonen	1	ADJ_AAKKOSELLINEN	aok
lepinkänen	1	NOUN_KYLKIÄINEN	aok
lepponen	1	ADJ_AAKKOSELLINEN	aok
leppänen	1	ADJ_KYLMÄJÄRKINEN	aok
leppävirtalanen	1	ADJ_AAKKOSELLINEN	aok
leppävirtalanen	2	NOUN_AAKKOSTAMINEN	aok
lesbolanen	1	ADJ_AAKKOSELLINEN	aok
lesboslanen	1	NOUN_AAKKOSTAMINEN	aok
lesiänen	1	NOUN_KYLKIÄINEN	aok
leskinanen	1	NOUN_AAKKOSTAMINEN	aok
lesotholanen	1	ADJ_AAKKOSELLINEN	aok
lesotholanen	2	NOUN_AAKKOSTAMINEN	aok
lesotholanen	3	NOUN_AAKKOSTAMINEN	aok
lesotholanen	4	NOUN_AAKKOSTAMINEN	aok
lestadiolanen	1	ADJ_AAKKOSELLINEN	aok
lestijärvelänen	1	ADJ_KYLMÄJÄRKINEN	aok
lestijärvelänen	2	NOUN_KYLKIÄINEN	aok
lettipänen	1	ADJ_KYLMÄJÄRKINEN	aok
-leukanen	1	ADJ_AAKKOSELLINEN	aok
leukakoukkumanen	1	ADJ_AAKKOSELLINEN	aok
levanttilanen	1	ADJ_AAKKOSELLINEN	aok
levanttilanen	2	NOUN_AAKKOSTAMINEN	aok
leveähartenen	1	ADJ_AAKKOSELLINEN	aok
leveähartianen	1	ADJ_AAKKOSELLINEN	aok
leveälahkenen	1	ADJ_AAKKOSELLINEN	aok
leveälantenen	1	ADJ_AAKKOSELLINEN	aok
leveänenänen	1	ADJ_KYLMÄJÄRKINEN	aok
leveäraitanen	1	ADJ_AAKKOSELLINEN	aok
leveäteränen	1	ADJ_KYLMÄJÄRKINEN	aok
-levintänen	1	ADJ_KYLMÄJÄRKINEN	aok
levämänen	1	ADJ_KYLMÄJÄRKINEN	aok
leväperänen	1	ADJ_KYLMÄJÄRKINEN	aok
libanonilanen	1	ADJ_AAKKOSELLINEN	aok
libanonilanen	2	NOUN_AAKKOSTAMINEN	aok
libanonilanen	3	NOUN_AAKKOSTAMINEN	aok
libanonilanen	4	NOUN_AAKKOSTAMINEN	aok
liberialanen	1	ADJ_AAKKOSELLINEN	aok
liberialanen	2	NOUN_AAKKOSTAMINEN	aok
liberialanen	3	NOUN_AAKKOSTAMINEN	aok
liberialanen	4	NOUN_AAKKOSTAMINEN	aok
libyalanen	1	ADJ_AAKKOSELLINEN	aok
libyalanen	2	NOUN_AAKKOSTAMINEN	aok
libyalanen	3	NOUN_AAKKOSTAMINEN	aok
libyalanen	4	NOUN_AAKKOSTAMINEN	aok
liechtensteinilanen	1	ADJ_AAKKOSELLINEN	aok
liechtensteinilanen	2	NOUN_AAKKOSTAMINEN	aok
liechtensteinilanen	3	NOUN_AAKKOSTAMINEN	aok
liechtensteinilanen	4	NOUN_AAKKOSTAMINEN	aok
liejupohjanen	1	ADJ_AAKKOSELLINEN	aok
lieksalanen	1	ADJ_AAKKOSELLINEN	aok
lieksalanen	2	NOUN_AAKKOSTAMINEN	aok
-liepenen	1	ADJ_KYLMÄJÄRKINEN	aok
lieriömänen	1	ADJ_KYLMÄJÄRKINEN	aok
lietolanen	1	ADJ_AAKKOSELLINEN	aok
lietolanen	2	NOUN_AAKKOSTAMINEN	aok
liettenen	1	ADJ_KYLMÄJÄRKINEN	aok
liettualanen	1	ADJ_AAKKOSELLINEN	aok
liettualanen	2	NOUN_AAKKOSTAMINEN	aok
liettualanen	3	NOUN_AAKKOSTAMINEN	aok
liettualanen	4	NOUN_AAKKOSTAMINEN	aok
ligniinipitonen	1	ADJ_AAKKOSELLINEN	aok
lihanen	1	ADJ_AAKKOSELLINEN	aok
lihaksensisänen	1	ADJ_KYLMÄJÄRKINEN	aok
liidunvalkonen	1	ADJ_AAKKOSELLINEN	aok
liidunvalkonen	2	NOUN_AAKKOSTAMINEN	aok
liikananen	1	ADJ_AAKKOSELLINEN	aok
liikapainonen	1	ADJ_AAKKOSELLINEN	aok
liikasananen	1	ADJ_AAKKOSELLINEN	aok
liikeaamianen	1	NOUN_AAKKOSTAMINEN	aok
liikeapulanen	1	NOUN_AAKKOSTAMINEN	aok
liikemiesmänen	1	ADJ_KYLMÄJÄRKINEN	aok
liikenanen	1	NOUN_AAKKOSTAMINEN	aok
liikennekelponen	1	ADJ_AAKKOSELLINEN	aok
liikennekuntonen	1	ADJ_AAKKOSELLINEN	aok
-liikentenen	1	ADJ_KYLMÄJÄRKINEN	aok
-liikkenen	1	ADJ_KYLMÄJÄRKINEN	aok
liikkuvanen	1	ADJ_AAKKOSELLINEN	aok
liikuntaestenen	1	ADJ_KYLMÄJÄRKINEN	aok
liikuntarajoittenen	1	ADJ_AAKKOSELLINEN	aok
liikuntavammanen	1	ADJ_AAKKOSELLINEN	aok
liikuntavammanen	2	NOUN_AAKKOSTAMINEN	aok
liimapintanen	1	ADJ_AAKKOSELLINEN	aok
liimataustanen	1	ADJ_AAKKOSELLINEN	aok
liinaharjanen	1	ADJ_AAKKOSELLINEN	aok
liinatukkanen	1	ADJ_AAKKOSELLINEN	aok
liittokohtanen	1	ADJ_AAKKOSELLINEN	aok
liittolanen	1	NOUN_AAKKOSTAMINEN	aok
liitupitonen	1	ADJ_AAKKOSELLINEN	aok
liituraitanen	1	ADJ_AAKKOSELLINEN	aok
liitännänen	1	ADJ_KYLMÄJÄRKINEN	aok
liitäntänen	1	ADJ_KYLMÄJÄRKINEN	aok
liivilänen	1	ADJ_KYLMÄJÄRKINEN	aok
liivinmaalanen	1	ADJ_AAKKOSELLINEN	aok
liivinmaalanen	2	NOUN_AAKKOSTAMINEN	aok
likanen	1	ADJ_AAKKOSELLINEN	aok
likanaamanen	1	ADJ_AAKKOSELLINEN	aok
likenen	1	ADJ_KYLMÄJÄRKINEN	aok
likekkänen	1	ADJ_KYLMÄJÄRKINEN	aok
likimmänen	1	ADJ_KYLMÄJÄRKINEN	aok
likimääränen	1	ADJ_KYLMÄJÄRKINEN	aok
likinäkönen	1	ADJ_KYLMÄJÄRKINEN	aok
likitaittenen	1	ADJ_AAKKOSELLINEN	aok
likitaittonen	1	ADJ_AAKKOSELLINEN	aok
liljanvalkonen	1	ADJ_AAKKOSELLINEN	aok
liljendalilanen	1	ADJ_AAKKOSELLINEN	aok
liljendalilanen	2	NOUN_AAKKOSTAMINEN	aok
limanen	1	ADJ_AAKKOSELLINEN	aok
limanahkianen	1	NOUN_AAKKOSTAMINEN	aok
limaskasanianen	1	NOUN_AAKKOSTAMINEN	aok
limilaitanen	1	ADJ_AAKKOSELLINEN	aok
liminkalanen	1	ADJ_AAKKOSELLINEN	aok
liminkalanen	2	NOUN_AAKKOSTAMINEN	aok
limisaumanen	1	ADJ_AAKKOSELLINEN	aok
limittänen	1	ADJ_KYLMÄJÄRKINEN	aok
-linjanen	1	ADJ_AAKKOSELLINEN	aok
linnunlantionen	1	NOUN_AAKKOSTAMINEN	aok
linssimänen	1	ADJ_KYLMÄJÄRKINEN	aok
linssinmuotonen	1	ADJ_AAKKOSELLINEN	aok
lintukotolanen	1	NOUN_AAKKOSTAMINEN	aok
lipenen	1	ADJ_KYLMÄJÄRKINEN	aok
liperilänen	1	ADJ_KYLMÄJÄRKINEN	aok
liperilänen	2	NOUN_KYLKIÄINEN	aok
lipeänen	1	ADJ_KYLMÄJÄRKINEN	aok
liskonlantionen	1	NOUN_AAKKOSTAMINEN	aok
lisämunuanen	1	NOUN_AAKKOSTAMINEN	aok
litiumpitonen	1	ADJ_AAKKOSELLINEN	aok
litranen	1	ADJ_AAKKOSELLINEN	aok
-litranen	1	ADJ_AAKKOSELLINEN	aok
litteäpintanen	1	ADJ_AAKKOSELLINEN	aok
litteärintanen	1	ADJ_AAKKOSELLINEN	aok
litteäruuminen	1	ADJ_AAKKOSELLINEN	aok
litteävatsanen	1	ADJ_AAKKOSELLINEN	aok
lituskanen	1	ADJ_AAKKOSELLINEN	aok
liuhupartanen	1	ADJ_AAKKOSELLINEN	aok
liukasliikkenen	1	ADJ_KYLMÄJÄRKINEN	aok
liukaspintanen	1	ADJ_AAKKOSELLINEN	aok
liukonen	1	ADJ_AAKKOSELLINEN	aok
liukuvarunkonen	1	ADJ_AAKKOSELLINEN	aok
liuskanen	1	ADJ_AAKKOSELLINEN	aok
liuskamanen	1	ADJ_AAKKOSELLINEN	aok
liuskenen	1	ADJ_AAKKOSELLINEN	aok
liverpoolilanen	1	ADJ_AAKKOSELLINEN	aok
liverpoolilanen	2	NOUN_AAKKOSTAMINEN	aok
lohenpunanen	1	ADJ_AAKKOSELLINEN	aok
lohenpunanen	2	NOUN_AAKKOSTAMINEN	aok
lohjalanen	1	ADJ_AAKKOSELLINEN	aok
lohjalanen	2	NOUN_AAKKOSTAMINEN	aok
lohkarenen	1	ADJ_AAKKOSELLINEN	aok
lohkaremanen	1	ADJ_AAKKOSELLINEN	aok
lohkonen	1	ADJ_AAKKOSELLINEN	aok
lohtajalanen	1	ADJ_AAKKOSELLINEN	aok
lohtajalanen	2	NOUN_AAKKOSTAMINEN	aok
lohtolanen	1	ADJ_AAKKOSELLINEN	aok
lohtolanen	2	NOUN_AAKKOSTAMINEN	aok
loimaalanen	1	ADJ_AAKKOSELLINEN	aok
loimaalanen	2	NOUN_AAKKOSTAMINEN	aok
lonen	1	NOUN_AAKKOSTAMINEN	aok
loishyöntenen	1	NOUN_KYLKIÄINEN	aok
loiskimalanen	1	NOUN_AAKKOSTAMINEN	aok
loispistiänen	1	NOUN_KYLKIÄINEN	aok
loistokuntonen	1	ADJ_AAKKOSELLINEN	aok
loistolepinkänen	1	NOUN_KYLKIÄINEN	aok
loitsumanen	1	ADJ_AAKKOSELLINEN	aok
loivakaartenen	1	ADJ_AAKKOSELLINEN	aok
lokanen	1	ADJ_AAKKOSELLINEN	aok
lokalahtelanen	1	ADJ_AAKKOSELLINEN	aok
lokalahtelanen	2	NOUN_AAKKOSTAMINEN	aok
-lokeronen	1	ADJ_AAKKOSELLINEN	aok
lomalanen	1	NOUN_AAKKOSTAMINEN	aok
lomasijanen	1	NOUN_AAKKOSTAMINEN	aok
lomittanen	1	ADJ_AAKKOSELLINEN	aok
lommonen	1	ADJ_AAKKOSELLINEN	aok
lonkeronen	1	ADJ_AAKKOSELLINEN	aok
lonkerojalkanen	1	ADJ_AAKKOSELLINEN	aok
lonkerojalkanen	2	NOUN_AAKKOSTAMINEN	aok
lontoolanen	1	NOUN_AAKKOSTAMINEN	aok
lopettajanen	1	NOUN_AAKKOSTAMINEN	aok
loppelanen	1	ADJ_AAKKOSELLINEN	aok
loppelanen	2	NOUN_AAKKOSTAMINEN	aok
loppianen	1	NOUN_AAKKOSTAMINEN	aok
loppilanen	1	ADJ_AAKKOSELLINEN	aok
loppilanen	2	NOUN_AAKKOSTAMINEN	aok
losangelesilanen	1	NOUN_AAKKOSTAMINEN	aok
loskanen	1	ADJ_AAKKOSELLINEN	aok
louhikkonen	1	ADJ_AAKKOSELLINEN	aok
louisianalanen	1	NOUN_AAKKOSTAMINEN	aok
lounanen	1	ADJ_AAKKOSELLINEN	aok
lounaissuomalanen	1	ADJ_AAKKOSELLINEN	aok
lounaissuomalanen	2	NOUN_AAKKOSTAMINEN	aok
loviisalanen	1	ADJ_AAKKOSELLINEN	aok
loviisalanen	2	NOUN_AAKKOSTAMINEN	aok
luhankalanen	1	ADJ_AAKKOSELLINEN	aok
luhankalanen	2	NOUN_AAKKOSTAMINEN	aok
-luistonen	1	ADJ_AAKKOSELLINEN	aok
lujahermonen	1	ADJ_AAKKOSELLINEN	aok
lujaluontenen	1	ADJ_AAKKOSELLINEN	aok
lujaluontonen	1	ADJ_AAKKOSELLINEN	aok
lujaottenen	1	ADJ_AAKKOSELLINEN	aok
lujarakentenen	1	ADJ_AAKKOSELLINEN	aok
lujatahtonen	1	ADJ_AAKKOSELLINEN	aok
lujatekonen	1	ADJ_AAKKOSELLINEN	aok
lukihäiriönen	1	ADJ_KYLMÄJÄRKINEN	aok
lukiolanen	1	NOUN_AAKKOSTAMINEN	aok
